moduleCode,category,screenName,isWidget,isPopup,isBase,isSubComponent,menuCd,layoutCategory,patternCode,rawPatternCode,subPattern,confidence,reason,components,apiCalls,callServices,spNames,lines,filePath,relativePath
baselineforecast,report,Accuracy,N,N,N,N,UI_BF_55,LAYOUT_V2,grid_chart_stacked,v2_chart_grid,,mid,Chart=1 Grid=1,ContentInner:1;SearchArea:1;SearchRow:1;WorkArea:1;BaseGrid:1;ChartComponent:1;GridCnt:1;GridExcelExportButton:1;InputField:5;PlanScope:1;PopPersonalize:1,engine/dp/SRV_GET_SP_UI_BF_00_VERSION_Q1;engine/dp/SRV_GET_SP_UI_DP_00_LV_CD_Q1;engine/dp/SRV_GET_SP_UI_BF_55_Q1,,SP_UI_BF_00_VERSION_Q1;SP_UI_DP_00_LV_CD_Q1;SP_UI_BF_55_Q1,703,/baselineforecast/report/Accuracy,view/baselineforecast/report/accuracy/Accuracy.jsx
baselineforecast,report,AccuracyAnalysisReport,N,N,N,N,,LAYOUT_V2,grid_chart_stacked,v2_chart_grid,,mid,Chart=1 Grid=1,ContentInner:1;SearchArea:1;SearchRow:1;WorkArea:1;BaseGrid:1;ChartComponent:1;InputField:2;PlanScope:1,accuaryAnalysisReport/version;accuaryAnalysisReport/accuracyClick,,,996,/baselineforecast/report/AccuracyAnalysisReport,view/baselineforecast/report/accuracyanalysisreport/AccuracyAnalysisReport.jsx
baselineforecast,report,BaselineForecastBoard,N,N,N,N,UI_BF_BASELINE_FORECAST_STATE,LAYOUT_SINGLE,widget_dashboard,P01_widget_dashboard,,high,DashboardPanel=1,ContentInner:1;DashboardPanel:1,,,,74,/baselineforecast/report/BaselineForecastBoard,view/baselineforecast/report/baselineforecastboard/BaselineForecastBoard.jsx
baselineforecast,report,ErrorCompare,N,N,N,N,UI_BF_52,LAYOUT_V2,grid_chart_stacked,v2_chart_grid,,mid,Chart=1 Grid=1,ContentInner:1;SearchArea:1;SearchRow:1;WorkArea:1;BaseGrid:1;ChartComponent:1;GridCnt:1;GridExcelExportButton:1;InputField:4;PlanScope:1;PopPersonalize:1,engine/dp/SRV_GET_SP_UI_BF_00_VERSION_Q1;engine/dp/SRV_GET_SP_UI_BF_52_Q1;engine/dp/SRV_SP_UI_BF_52_Q2;engine/dp/SRV_GET_SP_UI_DP_00_LV_CD_Q1,,SP_UI_BF_00_VERSION_Q1;SP_UI_BF_52_Q1;SP_UI_DP_00_LV_CD_Q1,756,/baselineforecast/report/ErrorCompare,view/baselineforecast/report/errorcompare/ErrorCompare.jsx
baselineforecast,report,FactorAnalysis,N,N,N,N,UI_BF_57,LAYOUT_V2,grid_chart_stacked,v2_chart_grid,,mid,Chart=4 Grid=3,ContentInner:1;SearchArea:1;SearchRow:1;WorkArea:1;BaseGrid:3;ChartComponent:4;GridCnt:1;GridExcelExportButton:3;InputField:2;PlanScope:1;PopPersonalize:1,engine/dp/SRV_GET_SP_UI_DP_00_LV_CD_Q1;engine/bf/DoFctImpCorr;engine/bf/DoSalesFct;engine/dp/SRV_GET_SP_UI_BF_56_CHART_Q1;engine/dp/SRV_GET_SP_UI_BF_56_Q1,,SP_UI_DP_00_LV_CD_Q1;SP_UI_BF_56_CHART_Q1;SP_UI_BF_56_Q1,2059,/baselineforecast/report/FactorAnalysis,view/baselineforecast/report/factoranalysis/FactorAnalysis.jsx
baselineforecast,report,ForecastError,N,N,N,N,UI_BF_51,LAYOUT_SINGLE,search_grid,P02_search_grid,,high,SearchArea + 1 BaseGrid,ContentInner:1;SearchArea:1;SearchRow:1;WorkArea:1;BaseGrid:1;GridCnt:1;GridExcelExportButton:1;InputField:3;PlanScope:1,engine/dp/SRV_GET_SP_UI_BF_00_VERSION_Q1;engine/dp/SRV_GET_SP_UI_BF_51_Q1;engine/dp/SRV_GET_SP_UI_DP_00_LV_CD_Q1,,SP_UI_BF_00_VERSION_Q1;SP_UI_BF_51_Q1;SP_UI_DP_00_LV_CD_Q1,581,/baselineforecast/report/ForecastError,view/baselineforecast/report/forecasterror/ForecastError.jsx
baselineforecast,report,ForecastResult,N,N,N,N,UI_BF_50,LAYOUT_V2,grid_chart_stacked,v2_chart_grid,,mid,Chart=1 Grid=1,ContentInner:1;SearchArea:1;SearchRow:1;WorkArea:1;BaseGrid:1;ChartComponent:1;GridCnt:1;GridExcelExportButton:1;InputField:5;PlanScope:1;PopPersonalize:1,engine/dp/SRV_GET_SP_UI_BF_00_VERSION_Q1;engine/dp/SRV_GET_SP_UI_BF_50_Q1;engine/dp/SRV_GET_SP_UI_BF_50_CHART_Q1;engine/dp/SRV_GET_SP_UI_DP_00_LV_CD_Q1,,SP_UI_BF_00_VERSION_Q1;SP_UI_BF_50_Q1;SP_UI_BF_50_CHART_Q1;SP_UI_DP_00_LV_CD_Q1,1042,/baselineforecast/report/ForecastResult,view/baselineforecast/report/forecastresult/ForecastResult.jsx
baselineforecast,report,ForecastresultDrawer,N,N,N,N,,LAYOUT_SINGLE,free_form,,,low,no recognized grid/chart/split components,,,,,147,/baselineforecast/report/forecastresult/ForecastresultDrawer,view/baselineforecast/report/forecastresult/ForecastresultDrawer.jsx
baselineforecast,report,PopForecastResultAccount,N,Y,N,N,,POPUP,popup,,popup_grid,high,Pop* file · grid=1,SearchArea:1;BaseGrid:1;InputField:3;PopupDialog:1,engine/dp/SRV_GET_SP_UI_DP_00_USER_SALES_LV_Q1;engine/dp/SRV_GET_SP_UI_DP_00_POPUP_ACCOUNT_Q1,,SP_UI_DP_00_USER_SALES_LV_Q1;SP_UI_DP_00_POPUP_ACCOUNT_Q1,247,/baselineforecast/report/forecastresult/PopForecastResultAccount,view/baselineforecast/report/forecastresult/PopForecastResultAccount.jsx
baselineforecast,report,PopForecastResultItem,N,Y,N,N,,POPUP,popup,,popup_grid,high,Pop* file · grid=1,SearchArea:1;BaseGrid:1;InputField:3;PopupDialog:1,engine/dp/SRV_GET_SP_UI_DP_00_USER_ITEM_LV_Q1;/engine/dp/SRV_GET_SP_UI_DP_00_POPUP_ITEM_Q1,,SP_UI_DP_00_USER_ITEM_LV_Q1;SP_UI_DP_00_POPUP_ITEM_Q1,224,/baselineforecast/report/forecastresult/PopForecastResultItem,view/baselineforecast/report/forecastresult/PopForecastResultItem.jsx
baselineforecast,report,RiskAnalysis,N,N,N,N,,LAYOUT_V2,grid_chart_stacked,v2_chart_grid,,mid,Chart=1 Grid=1,ContentInner:1;SearchArea:1;SearchRow:1;WorkArea:1;BaseGrid:1;ChartComponent:1;InputField:2;PlanScope:1,engine/dp/SRV_GET_SP_UI_BF_60;engine/dp/SRV_GET_SP_UI_BF_60_CHART,,SP_UI_BF_60;SP_UI_BF_60_CHART,926,/baselineforecast/report/RiskAnalysis,view/baselineforecast/report/riskanalysis/RiskAnalysis.jsx
baselineforecast,report,SalesAnalysis,N,N,N,N,UI_BF_58,LAYOUT_V2,grid_chart_stacked,v2_chart_grid,,mid,Chart=2 Grid=1,ContentInner:1;SearchArea:1;SearchRow:1;WorkArea:1;BaseGrid:1;ChartComponent:2;GridCnt:1;GridExcelExportButton:1;InputField:7;PlanScope:1,common/json-save;engine/dp/SRV_GET_SP_UI_DP_00_LV_CD_Q1;engine/dp/SRV_GET_SP_UI_BF_58_CHART_Q1,,SP_UI_BF_05_S1_J;SP_UI_DP_00_LV_CD_Q1;SP_UI_BF_58_CHART_Q1,1485,/baselineforecast/report/SalesAnalysis,view/baselineforecast/report/salesanalysis/SalesAnalysis.jsx
baselineforecast,report,VersionCompare,N,N,N,N,UI_BF_53,LAYOUT_V2,grid_chart_stacked,v2_chart_grid,,mid,Chart=1 Grid=1,ContentInner:1;SearchArea:1;SearchRow:1;WorkArea:1;BaseGrid:1;ChartComponent:1;GridExcelExportButton:1;InputField:2;PlanScope:1;PopPersonalize:1,engine/dp/SRV_GET_SP_UI_BF_00_ENGINE_TP;engine/dp/SRV_GET_SP_UI_BF_53_Q0;engine/dp/SRV_GET_SP_UI_BF_53_Q1;engine/dp/SRV_GET_SP_UI_BF_53_CHART_Q1,,SP_UI_BF_00_ENGINE_TP;SP_UI_BF_53_Q0;SP_UI_BF_53_Q1;SP_UI_BF_53_CHART_Q1,540,/baselineforecast/report/VersionCompare,view/baselineforecast/report/versioncompare/VersionCompare.jsx
baselineforecast,report,VersionErrorCompare,N,N,N,N,UI_BF_54,LAYOUT_V2,grid_chart_stacked,v2_chart_grid,,mid,Chart=1 Grid=1,ContentInner:1;SearchArea:1;SearchRow:1;WorkArea:1;BaseGrid:1;ChartComponent:1;GridExcelExportButton:1;InputField:3;PlanScope:1,engine/dp/SRV_GET_SP_UI_BF_00_ENGINE_TP;engine/dp/SRV_GET_SP_UI_BF_53_Q0;engine/dp/SRV_GET_SP_UI_DP_00_CONF_Q1;engine/dp/SRV_GET_SP_UI_BF_54_Q1;engine/dp/SRV_GET_SP_UI_BF_54_CHART_Q1,,SP_UI_BF_00_ENGINE_TP;SP_UI_BF_53_Q0;SP_UI_DP_00_CONF_Q1_01;SP_UI_DP_00_CONF_Q1_02;SP_UI_DP_00_CONF_Q1_03;SP_UI_DP_00_CONF_Q1;SP_UI_BF_54_Q1;SP_UI_BF_54_CHART_Q1,601,/baselineforecast/report/VersionErrorCompare,view/baselineforecast/report/versionerrorcompare/VersionErrorCompare.jsx
baselineforecast,version,ControlBoard,N,N,N,N,UI_BF_16,LAYOUT_CONTROLBOARD,cb_master_dashboard,cb_master,,mid,controlboard match · chart=0 gantt=0,ContentInner:1;WorkArea:1;InputField:6,engine/dp/;engine/dp/SRV_BF_NEW_VERSION;engine/dp/GenerateBF,SRV_GET_BF_NEW_VER_INFO;SRV_GET_VERSION_STEP;SRV_GET_VERSION_OPTION;SRV_GET_VERSIONS_INFO;SRV_GET_BF_CONFIG;SRV_GET_DP_LEVEL;SRV_GET_DP_VER_BUKT;SRV_SELECT_BEST_VAL;SRV_CLOSE;UpdateBfOptions;UpdateBFMaster,SP_UI_BF_CONTROLBOARD_CLOSE_P_RT_MSG;SP_UI_BF_CONTROLBOARD_GEN_P_RT_MSG,1098,/baselineforecast/version/ControlBoard,view/baselineforecast/version/controlboard/ControlBoard.jsx
baselineforecast,version,IsControlBoard,N,N,N,N,,LAYOUT_CONTROLBOARD,cb_master_dashboard,cb_master,,mid,controlboard match · chart=0 gantt=0,ContentInner:1;WorkArea:1;InputField:6;PlanScope:1,engine/dp/;engine/bf/JobInvokeEngineService;engine/bf/UIInsightPredictCloseNetworkService;engine/dp/DeleteBF;engine/dp/SRV_BF_NEW_VERSION;engine/dp/GenerateBF,SRV_GET_BF_NEW_VER_INFO;SRV_GET_VERSION_STEP_INSIGHT;SRV_GET_VERSION_OPTION;SRV_GET_VERSIONS_INFO;SRV_GET_ENGINE_TYPE;SRV_GET_BF_CONFIG;SRV_GET_DP_LEVEL;SRV_GET_DP_VER_BUKT;UpdateBfOptions;UpdateBFMaster,SP_UI_BF_DELETE_VERSION_P_RT_MSG,1565,/baselineforecast/version/IsControlBoard,view/baselineforecast/version/iscontrolboard/IsControlBoard.jsx
baselineforecast,version,PopScenarioKpiWeightConfig,N,Y,N,N,,POPUP,popup,,popup_form,high,Pop* file · grid=0,InputField:1;PopupDialog:1,,,,155,/baselineforecast/version/scenario/PopScenarioKpiWeightConfig,view/baselineforecast/version/scenario/PopScenarioKpiWeightConfig.jsx
baselineforecast,version,Scenario,N,N,N,N,,LAYOUT_SINGLE,free_form,,,low,no recognized grid/chart/split components,ContentInner:1;SearchArea:1;SearchRow:1;WorkArea:1;InputField:1;PlanScope:1,engine/dp/SRV_GET_SP_UI_BF_KPI_SCENARIO_SELECT;engine/dp/SRV_GET_SP_UI_BF_19_LIST;engine/dp/SRV_GET_SP_UI_BF_19_KPI_SCORE;engine/dp/SRV_GET_SP_UI_BF_19_KPI_SCENARIO_FEATURE,,SP_UI_BF_KPI_SCENARIO_SELECT;SP_UI_BF_19_LIST;SP_UI_BF_19_KPI_SCORE;SP_UI_BF_19_KPI_SCENARIO_FEATURE,886,/baselineforecast/version/Scenario,view/baselineforecast/version/scenario/Scenario.jsx
baselineforecast,version,Setup,N,N,N,N,,LAYOUT_SINGLE,free_form,,,low,no recognized grid/chart/split components,InputField:5,,,,167,/baselineforecast/version/scenario/Setup,view/baselineforecast/version/scenario/Setup.jsx
baselineforecast,widgets,BestSelectModel,Y,N,N,N,,WIDGET,widget_chart,,,high,widget folder · chart=1 grid=0,ChartComponent:1,common/data,,SP_UI_SA_BF_BEST_MODEL,134,/baselineforecast/widgets/BestSelectModel,view/baselineforecast/widgets/bestselectmodel/BestSelectModel.jsx
baselineforecast,widgets,DataValidation,Y,N,N,N,,WIDGET,widget_misc,,,high,widget folder · chart=0 grid=0,,,,,96,/baselineforecast/widgets/DataValidation,view/baselineforecast/widgets/datavalidation/DataValidation.jsx
baselineforecast,widgets,DemandForecastResult,Y,N,N,N,,WIDGET,widget_chart,,,high,widget folder · chart=1 grid=0,ChartComponent:1,common/data,,SP_UI_SA_BF_FORECAST_RESULT,176,/baselineforecast/widgets/DemandForecastResult,view/baselineforecast/widgets/demandforecastresult/DemandForecastResult.jsx
baselineforecast,widgets,GroupAccuracy,Y,N,N,N,,WIDGET,widget_misc,,,high,widget folder · chart=0 grid=0,,common/data,,SP_UI_SA_BF_BEST_MODEL,109,/baselineforecast/widgets/GroupAccuracy,view/baselineforecast/widgets/groupaccuracy/GroupAccuracy.jsx
common,,CommonCodeSelect,N,N,N,N,,LAYOUT_SINGLE,search_grid,P02_search_grid,,high,SearchArea + 1 BaseGrid,SearchArea:1;WorkArea:1;BaseGrid:1;InputField:3;PopupDialog:1,system/common/codes,,,245,/common/CommonCodeSelect,view/common/CommonCodeSelect.jsx
common,,IconPicker,N,N,N,N,,LAYOUT_SINGLE,free_form,,,low,no recognized grid/chart/split components,PopupDialog:1,,,,47,/common/IconPicker,view/common/IconPicker.jsx
common,,LlmMarkdown,N,N,N,N,,LAYOUT_SINGLE,free_form,,,low,no recognized grid/chart/split components,,,,,109,/common/LlmMarkdown,view/common/LlmMarkdown.jsx
common,,LogPopup,N,N,N,N,,LAYOUT_SINGLE,free_form,,,low,no recognized grid/chart/split components,PopupDialog:1,common/log/logMessage,,,51,/common/LogPopup,view/common/LogPopup.jsx
common,,PopAccountMulti,N,Y,N,N,,POPUP,popup,,popup_grid,high,Pop* file · grid=1,SearchArea:1;WorkArea:1;BaseGrid:1;InputField:2;PopupDialog:1,engine/mp/SRV_GET_ACCOUNT_GRID_LIST,,,171,/common/PopAccountMulti,view/common/PopAccountMulti.jsx
common,,PopDepartment,N,Y,N,N,,POPUP,popup,,popup_grid,high,Pop* file · grid=1,SearchArea:1;WorkArea:1;BaseGrid:1;InputField:2;PopupDialog:1,,,,170,/common/PopDepartment,view/common/PopDepartment.jsx
common,,PopItemMulti,N,Y,N,N,,POPUP,popup,,popup_grid,high,Pop* file · grid=1,SearchArea:1;WorkArea:1;BaseGrid:1;InputField:4;PopupDialog:1,engine/mp/SRV_GET_COMBO_LIST;engine/mp/,,,166,/common/PopItemMulti,view/common/PopItemMulti.jsx
common,,PopKpiWeightConfig,N,Y,N,N,,POPUP,popup,,popup_form,high,Pop* file · grid=0,InputField:1;PopupDialog:1,,,,113,/common/PopKpiWeightConfig,view/common/PopKpiWeightConfig.jsx
common,,PopLocatMst,N,Y,N,N,,POPUP,popup,,popup_grid,high,Pop* file · grid=1,BaseGrid:1;PopupDialog:1,engine/mp/SRV_GET_LOCAT_MST_GRID_LIST,,,110,/common/PopLocatMst,view/common/PopLocatMst.jsx
common,,PopLocatTp,N,Y,N,N,,POPUP,popup,,popup_grid,high,Pop* file · grid=1,BaseGrid:1;PopupDialog:1,engine/mp/SRV_GET_LOCAT_GRID_LIST,,,124,/common/PopLocatTp,view/common/PopLocatTp.jsx
common,,PopLocatTpMulti,N,Y,N,N,,POPUP,popup,,popup_grid,high,Pop* file · grid=1,BaseGrid:1;PopupDialog:1,engine/mp/SRV_GET_LOCAT_GRID_LIST,,,127,/common/PopLocatTpMulti,view/common/PopLocatTpMulti.jsx
common,,PopPersonalize,N,Y,N,N,,POPUP,popup,,popup_grid,high,Pop* file · grid=1,SearchArea:1;BaseGrid:1;InputField:2;PopupDialog:1,system/users/preference-masters/code-name-maps;system/users/preference-details/groups;system/users/preferences/init;system/users/preferences,,,534,/common/PopPersonalize,view/common/PopPersonalize.jsx
common,,PopPersonalizeDp,N,Y,N,N,,POPUP,popup,,popup_grid,high,Pop* file · grid=2,SearchArea:1;BaseGrid:2;InputField:2;PopupDialog:1,system/users/preference-masters/code-name-maps;system/users/preference-details/groups;system/users/preferences/init;system/users/preferences,,,870,/common/PopPersonalizeDp,view/common/PopPersonalizeDp.jsx
common,,PopResourceMulti,N,Y,N,N,,POPUP,popup,,popup_grid,high,Pop* file · grid=1,BaseGrid:1;PopupDialog:1,engine/mp/SRV_GET_RES_GRID_LIST,,,131,/common/PopResourceMulti,view/common/PopResourceMulti.jsx
common,,PopRouteMulti,N,Y,N,N,,POPUP,popup,,popup_grid,high,Pop* file · grid=1,BaseGrid:1;PopupDialog:1,engine/mp/SRV_UI_MP_38_Q2,,,121,/common/PopRouteMulti,view/common/PopRouteMulti.jsx
common,,PopSelectAccount,N,Y,N,N,,POPUP,popup,,popup_grid,high,Pop* file · grid=1,SearchArea:1;WorkArea:1;BaseGrid:1;InputField:3;PopupDialog:1,engine/dp/SRV_GET_SP_UI_DP_00_POPUP_ACCOUNT_Q1,,SP_UI_DP_00_USER_SALES_LV_Q1;SP_UI_DP_00_POPUP_ACCOUNT_Q1,236,/common/PopSelectAccount,view/common/PopSelectAccount.jsx
common,,PopSelectItem,N,Y,N,N,,POPUP,popup,,popup_grid,high,Pop* file · grid=1,SearchArea:1;WorkArea:1;BaseGrid:1;InputField:3;PopupDialog:1,engine/dp/SRV_GET_SP_UI_DP_00_POPUP_ITEM_Q1,,SP_UI_DP_00_USER_ITEM_LV_Q1;SP_UI_DP_00_POPUP_ITEM_Q1,233,/common/PopSelectItem,view/common/PopSelectItem.jsx
common,,PopSelectLvlAndAcct,N,Y,N,N,,POPUP,popup,,popup_grid,high,Pop* file · grid=1,SearchArea:1;BaseGrid:1;InputField:1;PopupDialog:1,engine/dp/SRV_GET_SP_UI_DP_00_LV_CD_Q1;engine/dp/SRV_GET_SP_UI_DP_USER_LEVEL_MAP_POP_Q2,,SP_UI_DP_00_LV_CD_Q1;SP_UI_DP_USER_LEVEL_MAP_POP_Q2,213,/common/PopSelectLvlAndAcct,view/common/PopSelectLvlAndAcct.jsx
common,,PopSelectLvlAndItem,N,Y,N,N,,POPUP,popup,,popup_grid,high,Pop* file · grid=1,SearchArea:1;BaseGrid:1;InputField:1;PopupDialog:1,engine/dp/SRV_GET_SP_UI_DP_00_LV_CD_Q1;engine/dp/SRV_GET_SP_UI_DP_USER_LEVEL_MAP_POP_Q1,,SP_UI_DP_00_LV_CD_Q1;SP_UI_DP_USER_LEVEL_MAP_POP_Q1,210,/common/PopSelectLvlAndItem,view/common/PopSelectLvlAndItem.jsx
common,,SearchInputStyles,N,N,N,N,,LAYOUT_SINGLE,free_form,,,low,no recognized grid/chart/split components,,,,,78,/common/SearchInputStyles,view/common/SearchInputStyles.jsx
